Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,LineID,TransectID,Hab_Transect_ID,Habitat_Type,TC,Sec,Taxserial,CommonName,SpeciesName,Count,Depth (m),Lat,lon,Unusable_Data,Cumulative Dist (m),Cumulative Area (m2)
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:03:23,464375003,611773,White-plumed anemone,Metridium farcimen,1,55.7,41.32596977,41.32596977,,142.76,68.22
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:03:27,464375007,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.7,41.32596619,41.32596619,,143.76,68.92
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:03:35,464375015,948935,Slipper sea cucumber,Psolus chitonoides,1,56.6,41.32595767,41.32595767,,145.99,70.59
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:03:35,464375015,157272,Fish eating star,Stylasterias forreri,1,56.6,41.32595767,41.32595767,,145.99,70.59
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:03:44,464375024,948935,Slipper sea cucumber,Psolus chitonoides,2,56.3,41.32595153,41.32595153,,148.16,72.19
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:09,464375049,948935,Slipper sea cucumber,Psolus chitonoides,1,56.4,41.32594873,41.32594873,,153.89,76.63
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:10,464375050,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,56.3,41.32594865,41.32594865,,154.12,76.73
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:14,464375054,948935,Slipper sea cucumber,Psolus chitonoides,1,56,41.32594889,41.32594889,,155,77.46
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:17,464375057,948935,Slipper sea cucumber,Psolus chitonoides,2,56,41.32594998,41.32594998,,155.61,77.86
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:26,464375066,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,56.3,41.32595582,41.32595582,,157.46,78.73
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:35,464375075,611869,Fish-eating anemone,Urticina piscivora,1,56.3,41.32596029,41.32596029,,159.33,80.34
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:44,464375084,948935,Slipper sea cucumber,Psolus chitonoides,1,56.3,41.3259612,41.3259612,,160.45,81.03
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:52,464375092,948935,Slipper sea cucumber,Psolus chitonoides,1,56,41.32596173,41.32596173,,161.17,81.44
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:55,464375095,157152,UI Henricia,Unidentified Henricia sp.,1,56.3,41.32596193,41.32596193,,161.44,81.58
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:04:57,464375097,948935,Slipper sea cucumber,Psolus chitonoides,1,56.4,41.32596207,41.32596207,,161.62,81.64
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:03,464375103,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.9,41.32596247,41.32596247,,162.16,81.87
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:16,464375116,948935,Slipper sea cucumber,Psolus chitonoides,1,56.1,41.32596589,41.32596589,,163.57,82.85
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:16,464375116,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,56.1,41.32596589,41.32596589,,163.57,82.85
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:23,464375123,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.3,41.32596785,41.32596785,,164.69,83.42
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:38,464375138,948935,Slipper sea cucumber,Psolus chitonoides,1,54.9,41.32595906,41.32595906,,167.63,85.21
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:46,464375146,948935,Slipper sea cucumber,Psolus chitonoides,1,55.4,41.32594995,41.32594995,,169.56,86.55
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:05:56,464375156,611773,White-plumed anemone,Metridium farcimen,1,55.4,41.32594008,41.32594008,,173.05,88.9
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:01,464375161,948935,Slipper sea cucumber,Psolus chitonoides,1,55.6,41.32593759,41.32593759,,175.24,90.37
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:03,464375163,948935,Slipper sea cucumber,Psolus chitonoides,2,55.7,41.32593665,41.32593665,,176,90.78
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:05,464375165,948935,Slipper sea cucumber,Psolus chitonoides,1,55.6,41.32593532,41.32593532,,176.71,91.19
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:06,464375166,948935,Slipper sea cucumber,Psolus chitonoides,1,55.6,41.32593444,41.32593444,,177.04,91.41
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:08,464375168,948935,Slipper sea cucumber,Psolus chitonoides,1,55.6,41.32593289,41.32593289,,177.62,91.79
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:12,464375172,97,UI sea star,Unidentified Asteroidea,1,55.4,41.32593005,41.32593005,,178.77,92.53
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:29,464375189,611773,White-plumed anemone,Metridium farcimen,8,55,41.32591839,41.32591839,,182.57,94.74
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:29,464375189,948935,Slipper sea cucumber,Psolus chitonoides,1,55,41.32591839,41.32591839,,182.57,94.74
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:31,464375191,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,54.6,41.3259167,41.3259167,,182.99,94.89
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:31,464375191,52737,Frilled anemone,Metridium senile,1,54.6,41.3259167,41.3259167,,182.99,94.89
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:41,464375201,97,UI sea star,Unidentified Asteroidea,1,54,41.32590683,41.32590683,,185.43,96.19
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:06:47,464375207,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,53.7,41.32590372,41.32590372,,187.17,97.26
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:07:08,464375228,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55,41.32590417,41.32590417,,192.67,103.55
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:07:34,464375254,948935,Slipper sea cucumber,Psolus chitonoides,1,55.5,41.32591797,41.32591797,,199.63,109.76
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard_Mixed,Hard_Mixed,17:07:42,464375262,948935,Slipper sea cucumber,Psolus chitonoides,1,55.4,41.32592283,41.32592283,,201.69,111.29
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard_Mixed,Hard_Mixed,17:07:46,464375266,611870,Sand-rose anemone,Urticina columbiana,1,55.9,41.32592321,41.32592321,,202.79,112.25
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard_Mixed,Hard_Mixed,17:07:48,464375268,948935,Slipper sea cucumber,Psolus chitonoides,2,55.8,41.32592279,41.32592279,,203.35,112.63
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:08,464375288,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,56.1,41.32591817,41.32591817,,208.1,115.8
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:11,464375291,948935,Slipper sea cucumber,Psolus chitonoides,2,55.7,41.32591667,41.32591667,,208.66,116.12
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:12,464375292,948935,Slipper sea cucumber,Psolus chitonoides,2,55.6,41.3259162,41.3259162,,208.84,116.21
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:16,464375296,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.3,41.32591443,41.32591443,,209.56,116.48
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:22,464375302,611773,White-plumed anemone,Metridium farcimen,2,54.9,41.32591185,41.32591185,,210.64,117.08
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:23,464375303,611773,White-plumed anemone,Metridium farcimen,2,54.8,41.32591142,41.32591142,,210.82,117.21
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:24,464375304,611773,White-plumed anemone,Metridium farcimen,2,54.8,41.32591099,41.32591099,,211,117.34
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Soft,Soft,17:08:25,464375305,611773,White-plumed anemone,Metridium farcimen,2,54.7,41.32591056,41.32591056,X,0,0
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:51,464375331,948935,Slipper sea cucumber,Psolus chitonoides,2,56.2,41.32590131,41.32590131,,216.45,123.33
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:08:56,464375336,948935,Slipper sea cucumber,Psolus chitonoides,2,56,41.32589966,41.32589966,,217.49,123.92
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:00,464375340,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.6,41.32589906,41.32589906,,218.25,124.35
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:02,464375342,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,55.5,41.32589898,41.32589898,,218.61,124.55
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:05,464375345,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,55.4,41.32589888,41.32589888,,219.12,125.03
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:13,464375353,948935,Slipper sea cucumber,Psolus chitonoides,1,56.2,41.32589847,41.32589847,,220.4,126.09
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:18,464375358,948935,Slipper sea cucumber,Psolus chitonoides,1,56,41.32589821,41.32589821,,221.2,126.59
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:18,464375358,157011,Red sea star,Mediaster aequalis,1,56,41.32589821,41.32589821,,221.2,126.59
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:23,464375363,611773,White-plumed anemone,Metridium farcimen,1,55,41.32589795,41.32589795,,222,126.98
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:23,464375363,157152,UI Henricia,Unidentified Henricia sp.,1,55,41.32589795,41.32589795,,222,126.98
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:29,464375369,611773,White-plumed anemone,Metridium farcimen,4,54.5,41.32589763,41.32589763,,222.96,128.03
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Soft,Soft,17:09:31,464375371,157272,Fish eating star,Stylasterias forreri,1,54.7,41.32589753,41.32589753,X,0,0
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:44,464375384,948935,Slipper sea cucumber,Psolus chitonoides,3,55.5,41.32589605,41.32589605,,225.54,130.97
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:51,464375391,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,55.1,41.32589275,41.32589275,,227.03,131.84
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:51,464375391,157272,Fish eating star,Stylasterias forreri,1,55.1,41.32589275,41.32589275,,227.03,131.84
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:52,464375392,157011,Red sea star,Mediaster aequalis,1,55,41.3258919,41.3258919,,227.26,132.02
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:52,464375392,157272,Fish eating star,Stylasterias forreri,1,55,41.3258919,41.3258919,,227.26,132.02
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:54,464375394,157011,Red sea star,Mediaster aequalis,1,54.7,41.32589003,41.32589003,,227.75,132.34
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:09:55,464375395,611773,White-plumed anemone,Metridium farcimen,2,54.5,41.32588897,41.32588897,,228.01,132.49
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:05,464375405,948935,Slipper sea cucumber,Psolus chitonoides,2,55.2,41.32587932,41.32587932,,230.48,134.98
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:08,464375408,157011,Red sea star,Mediaster aequalis,1,55.2,41.32587742,41.32587742,,231.11,135.45
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:14,464375414,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,54.6,41.32587378,41.32587378,,232.38,135.89
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:31,464375431,157011,Red sea star,Mediaster aequalis,1,55.1,41.32587199,41.32587199,,236.59,141.55
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:35,464375435,948935,Slipper sea cucumber,Psolus chitonoides,2,55.5,41.32587203,41.32587203,,237.48,142.12
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:36,464375436,948935,Slipper sea cucumber,Psolus chitonoides,1,55.6,41.32587197,41.32587197,,237.68,142.22
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:37,464375437,948935,Slipper sea cucumber,Psolus chitonoides,3,55.6,41.32587195,41.32587195,,237.86,142.35
NCMPA 2014,North,2014,09/18/2014,Reading Rock,Reading Rock,SMR,MPA,RR1,9,930,9_930,NCMPA 2014_9_930,NCMPA 2014_9_930_Hard,Hard,17:10:47,464375447,948935,Slipper sea cucumber,Psolus chitonoides,2,55.5,41.32587215,41.32587215,,239.82,143.32
