,X,Year,Region,MPA_Group,Type,Designation,Line,Max_area,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone,Actiniaria,Asteroidea,Coral,Echinoidea,Holothuroidea,Malacostraca,Pennatulacea,Porifera,CA.hydrocoral.density,CA.sea.cucumber.density,Urticina.piscivora.density,Tethya.aurantia.density,Mediaster.density,Mesocentrotus.density,Pycnopodia.density,White.sea.pen.density,Actiniaria.density,Asteroidea.density,Coral.density,Echinoidea.density,Holothuroidea.density,Malacostraca.density,Pennatulacea.density,Porifera.density
279,279,2016,Central,Big Creek,Reference,Reference,600,656.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,150,0,0,27,0,37,19,0,0.041097767,0,0,0.219188091,0,0,0.007610698,0.00152214,0.228320928,0,0,0.041097767,0,0.056319162,0.028920651
280,280,2016,Central,Big Creek,Reference,Reference,610,781.16,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,105,1,0,14,0,0,12,0,0.00512059,0.026883097,0,0.064007374,0,0,0,0.026883097,0.134415485,0.001280147,0,0.017922065,0,0,0.01536177
281,281,2016,Central,Big Creek,Reference,Reference,620,723.89,0,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,115,0,0,1,0,0,52,0,0.001381425,0.096699775,0.008288552,0.029009932,0,0,0,0.100844051,0.158863916,0,0,0.001381425,0,0,0.071834118
282,282,2016,Central,Big Creek,Reference,Reference,70,766.76,0,0,0,171,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,195,1,0,2,1,0,15,0.001304189,0.002608378,0.011737701,0,0.010433512,0,0,0,0.01434608,0.254316866,0.001304189,0,0.002608378,0.001304189,0,0.019562836
283,283,2016,Central,Big Creek,Reference,Reference,780,738.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,80,0,0,2,2,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,25,89,0,0,55,0,26,20,0,0.074516658,0,0,0.108387866,0,0,0.009483938,0.033871208,0.120581501,0,0,0.074516658,0,0.035226056,0.027096966
284,284,2016,Central,Big Creek,Reference,Reference,790,698.12,0,0,0,10,0,0,0,0,0,0,0,22.2,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,22.2,0,42,0,4,36,0.031799691,0.007162092,0.02864837,0.002864837,0.037242881,0,0,0,0.030080788,0.077350599,0.031799691,0,0.060161577,0,0.005729674,0.051567066
285,285,2016,Central,Big Creek,Reference,Reference,80,774.23,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,58,0,0,0,0,0,5,0,0,0.051664234,0.001291606,0,0,0,0,0.05295584,0.07491314,0,0,0,0,0,0.006458029
286,286,2016,Central,Big Creek,Reference,Reference,890,810.73,0,0,0,89,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,102,0,0,3,0,0,53,0,0.003700369,0.017268388,0.002466913,0.007400738,0,0,0,0.028369494,0.125812539,0,0,0.003700369,0,0,0.065373182
287,287,2016,Central,Big Creek,Reference,Reference,960,685.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,13,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,56.8,0,65.8,53,0,0,16,0,27,0,0,0.023329396,0.004374262,0,0.051033055,0,0,0.018955135,0.095942143,0.077278626,0,0,0.023329396,0,0.039368357,0
288,288,2016,Central,Big Creek,Reference,Reference,970,880.37,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,9,0,2,39,0,0.004543544,0.010222974,0.001135886,0.021581835,0,0,0,0.012494747,0.047707214,0,0,0.010222974,0,0.002271772,0.044299556
289,289,2016,Central,Big Creek,SMR,MPA,420,346.17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0.011555016,0,0,0,0,0,0.011555016,0.083773868,0,0,0,0,0,0
290,290,2016,Central,Big Creek,SMR,MPA,550,637.94,0,0,0,124,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,134,4,0,3,0,0,4,0.006270182,0.004702637,0.026648274,0.003135091,0,0,0,0,0.02821582,0.210051102,0.006270182,0,0.004702637,0,0,0.006270182
291,291,2016,Central,Big Creek,SMR,MPA,680,693.21,0,0,0,105,1,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,135,23,1,3,0,6,30,0.033178979,0.004327693,0.014425643,0.01009795,0.01009795,0,0,0,0.0201959,0.194746181,0.033178979,0.001442564,0.004327693,0,0.008655386,0.043276929
