Habitat_patch,Habitat_Type,TC,SpeciesName,Count
10,Hard,15:38:00,Swiftia spauldingi,4.0
10,Hard,15:38:02,Swiftia spauldingi,6.0
10,Hard,15:38:04,Swiftia spauldingi,6.0
10,Hard,15:38:10,Unidentified Porifera or Bryozoa,1.0
10,Hard,15:38:18,Swiftia spauldingi,3.0
10,Hard,15:38:20,Swiftia spauldingi,6.0
10,Hard,15:38:22,Swiftia spauldingi,2.0
10,Hard,15:38:23,Unidentified Porifera or Bryozoa,1.0
10,Hard,15:38:24,Swiftia spauldingi,2.0
10,Hard,15:38:29,Swiftia spauldingi,2.0
11,Soft,15:38:47,Mediaster aequalis,1.0
12,Hard,15:39:19,Swiftia spauldingi,1.0
12,Hard,15:39:22,Mediaster aequalis,1.0
12,Hard,15:39:33,Swiftia spauldingi,3.0
12,Hard,15:39:33,Unidentified Porifera (branched),1.0
12,Hard,15:39:46,Swiftia spauldingi,1.0
12,Hard,15:40:08,Swiftia spauldingi,2.0
12,Hard,15:40:13,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:40:17,Swiftia spauldingi,3.0
12,Hard,15:40:17,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:40:20,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:44:46,Leptogorgia chilensis,1.0
12,Hard,15:44:48,Leptogorgia chilensis,1.0
12,Hard,15:44:48,Patiria miniata,1.0
12,Hard,15:45:59,Mediaster aequalis,1.0
12,Hard,15:46:01,Leptogorgia chilensis,3.0
12,Hard,15:46:01,Patiria miniata or Mediaster aequalis,1.0
12,Hard,15:46:02,Leptogorgia chilensis,3.0
12,Hard,15:46:27,Leptogorgia chilensis,6.0
12,Hard,15:46:36,Leptogorgia chilensis,2.0
12,Hard,15:46:39,Leptogorgia chilensis,4.0
12,Hard,15:46:43,Leptogorgia chilensis,1.0
12,Hard,15:46:44,Leptogorgia chilensis,3.0
12,Hard,15:46:48,Patiria miniata or Mediaster aequalis,1.0
12,Hard,15:46:48,Unidentified Porifera or Bryozoa,4.0
12,Hard,15:46:52,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:46:55,Leptogorgia chilensis,1.0
12,Hard,15:46:56,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:47:14,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:47:33,Unidentified Asteroidea,1.0
12,Hard,15:50:12,Leptogorgia chilensis,3.0
12,Hard,15:50:12,Patiria miniata or Mediaster aequalis,1.0
12,Hard,15:50:15,Leptogorgia chilensis,1.0
12,Hard,15:50:16,Leptogorgia chilensis,1.0
12,Hard,15:50:17,Mediaster aequalis,1.0
12,Hard,15:50:19,Leptogorgia chilensis,1.0
12,Hard,15:50:19,Unidentified Henricia sp.,1.0
12,Hard,15:50:21,Leptogorgia chilensis,1.0
12,Hard,15:50:26,Leptogorgia chilensis,1.0
12,Hard,15:50:29,Patiria miniata or Mediaster aequalis,2.0
12,Hard,15:50:31,Leptogorgia chilensis,2.5
12,Hard,15:50:32,Leptogorgia chilensis,2.5
12,Hard,15:50:33,Leptogorgia chilensis,2.5
12,Hard,15:50:34,Leptogorgia chilensis,2.5
12,Hard,15:50:35,Mediaster aequalis,1.0
12,Hard,15:50:35,Unidentified Henricia sp.,1.0
12,Hard,15:50:54,Unidentified Porifera or Bryozoa,1.0
12,Hard,15:51:33,Leptogorgia chilensis,1.0
13,Hard_Mixed,15:52:31,Patiria miniata or Mediaster aequalis,2.0
14,Hard,15:53:11,Leptogorgia chilensis,1.0
14,Hard,15:53:15,Leptogorgia chilensis,1.0
14,Hard,15:53:16,Leptogorgia chilensis,1.0
14,Hard,15:53:22,Unidentified Porifera or Bryozoa,3.0
14,Hard,15:53:25,Unidentified Porifera or Bryozoa,1.0
14,Hard,15:53:27,Unidentified Porifera or Bryozoa,2.0
14,Hard,15:53:35,Leptogorgia chilensis,1.0
14,Hard,15:53:36,Unidentified Porifera or Bryozoa,4.0
14,Hard,15:53:50,Leptogorgia chilensis,2.0
14,Hard,15:54:46,Unidentified Henricia sp.,1.0
14,Hard,15:54:52,Patiria miniata or Mediaster aequalis,1.0
14,Hard,15:54:53,Patiria miniata or Mediaster aequalis,1.0
14,Hard,15:54:54,Leptogorgia chilensis,1.0
14,Hard,15:54:56,Unidentified Henricia sp.,1.0
14,Hard,15:55:04,Unidentified Henricia sp.,1.0
14,Hard,15:55:28,Unidentified Porifera (branched),2.0
15,Soft,15:56:29,Patiria miniata or Mediaster aequalis,2.0
15,Soft,15:57:06,Patiria miniata or Mediaster aequalis,3.0
15,Soft,15:57:09,Patiria miniata or Mediaster aequalis,2.0
15,Soft,15:57:11,Patiria miniata or Mediaster aequalis,2.0
16,Hard_Mixed,15:57:56,Mediaster aequalis,1.0
17,Hard,15:57:59,Patiria miniata,1.0
18,Soft,15:58:20,Mediaster aequalis,1.0
18,Soft,15:58:33,Patiria miniata or Mediaster aequalis,1.0
18,Soft,15:58:42,Patiria miniata or Mediaster aequalis,4.0
18,Soft,15:58:44,Patiria miniata or Mediaster aequalis,1.0
18,Soft,15:58:46,Patiria miniata or Mediaster aequalis,1.0
18,Soft,15:58:55,Patiria miniata or Mediaster aequalis,1.0
19,Hard,15:59:28,Mediaster aequalis,1.0
19,Hard,15:59:40,Leptogorgia chilensis,1.0
19,Hard,15:59:44,Gorgonocephalus eucnemis,2.0
20,Hard_Mixed,16:00:45,Leptogorgia chilensis,1.0
21,Hard,16:00:47,Unidentified Porifera (branched),1.0
21,Hard,16:00:55,Unidentified Henricia sp.,1.0
21,Hard,16:01:00,Leptogorgia chilensis,2.0
21,Hard,16:01:04,Unidentified Asteroidea,2.0
21,Hard,16:01:06,Unidentified Henricia sp.,1.0
21,Hard,16:01:09,Leptogorgia chilensis,1.0
22,Hard_Mixed,16:03:50,Patiria miniata or Mediaster aequalis,1.0
22,Hard_Mixed,16:04:07,Leptogorgia chilensis,2.0
22,Hard_Mixed,16:04:08,Mediaster aequalis,1.0
23,Hard,16:04:12,Mediaster aequalis,1.0
23,Hard,16:04:19,Mediaster aequalis,1.0
23,Hard,16:05:09,Mediaster aequalis,1.0
23,Hard,16:05:11,Patiria miniata or Mediaster aequalis,1.0
23,Hard,16:05:13,Patiria miniata or Mediaster aequalis,1.0
23,Hard,16:05:14,Luidia foliolata,1.0
24,Soft,16:05:19,Patiria miniata or Mediaster aequalis,1.0
24,Soft,16:05:25,Mediaster aequalis,1.0
24,Soft,16:05:40,Mediaster aequalis,1.0
25,Hard,16:14:49,Unidentified Porifera or Bryozoa,4.0
25,Hard,16:14:56,Unidentified Porifera or Bryozoa,1.0
25,Hard,16:14:57,Mediaster aequalis,1.0
25,Hard,16:14:59,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:00,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:01,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:02,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:03,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:04,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:05,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:06,Unidentified Porifera or Bryozoa,1.9
25,Hard,16:15:07,Unidentified Asteroidea,1.0
25,Hard,16:15:08,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:09,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:10,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:11,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:12,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:13,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:14,Unidentified Porifera or Bryozoa,2.4
25,Hard,16:15:15,Unidentified Porifera or Bryozoa,2.4
26,Soft,16:15:40,Mediaster aequalis,1.0
26,Soft,16:15:43,Mediaster aequalis,1.0
26,Soft,16:15:47,Patiria miniata or Mediaster aequalis,1.0
26,Soft,16:15:49,Patiria miniata or Mediaster aequalis,1.0
27,Hard,16:15:55,Unidentified Asteroidea,1.0
27,Hard,16:16:02,Patiria miniata or Mediaster aequalis,1.0
27,Hard,16:16:02,Unidentified Porifera or Bryozoa,1.0
28,Soft,16:16:25,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:16:37,Unidentified Henricia sp.,1.0
28,Soft,16:17:03,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:14,Ptilosarcus gurneyi,1.0
28,Soft,16:17:32,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:40,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:42,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:44,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:48,Patiria miniata or Mediaster aequalis,2.0
28,Soft,16:17:54,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:55,Patiria miniata or Mediaster aequalis,1.0
28,Soft,16:17:57,Patiria miniata or Mediaster aequalis,1.0
29,Hard,16:18:13,Unidentified Porifera or Bryozoa,2.0
29,Hard,16:18:19,Ceramaster patagonicus,1.0
29,Hard,16:18:22,Unidentified Porifera or Bryozoa,1.0
29,Hard,16:18:23,Unidentified Porifera or Bryozoa,2.0
30,Soft,16:18:43,Unidentified Porifera or Bryozoa,1.0
31,Hard_Mixed,16:18:53,Leptogorgia chilensis,1.0
32,Hard,16:19:16,Unidentified Porifera or Bryozoa,3.0
32,Hard,16:19:17,Unidentified Porifera or Bryozoa,4.0
32,Hard,16:19:22,Leptogorgia chilensis,1.0
32,Hard,16:19:22,Unidentified Porifera or Bryozoa,1.0
32,Hard,16:19:24,Unidentified Porifera (branched),1.0
32,Hard,16:19:25,Leptogorgia chilensis,1.0
32,Hard,16:19:26,Unidentified Porifera or Bryozoa,2.0
32,Hard,16:19:27,Leptogorgia chilensis,1.0
32,Hard,16:19:31,Unidentified Porifera or Bryozoa,1.0
32,Hard,16:19:36,Patiria miniata or Mediaster aequalis,1.0
32,Hard,16:19:37,Unidentified Porifera (branched),1.0
32,Hard,16:19:40,Unidentified Porifera or Bryozoa,3.0
32,Hard,16:19:42,Unidentified Porifera (branched),2.0
33,Soft,16:19:57,Patiria miniata or Mediaster aequalis,1.0
33,Soft,16:19:58,Patiria miniata or Mediaster aequalis,1.0
33,Soft,16:19:59,Unidentified Porifera or Bryozoa,5.0
33,Soft,16:20:11,Patiria miniata or Mediaster aequalis,1.0
33,Soft,16:20:13,Patiria miniata or Mediaster aequalis,1.0
33,Soft,16:20:14,Patiria miniata or Mediaster aequalis,1.0
33,Soft,16:20:21,Patiria miniata or Mediaster aequalis,2.0
34,Hard_Mixed,16:20:26,Unidentified Porifera or Bryozoa,1.0
35,Hard,16:20:31,Leptogorgia chilensis,1.0
35,Hard,16:20:31,Unidentified Henricia sp.,1.0
35,Hard,16:20:31,Unidentified Porifera or Bryozoa,1.0
35,Hard,16:20:33,Leptogorgia chilensis,2.0
35,Hard,16:20:33,Patiria miniata or Mediaster aequalis,1.0
35,Hard,16:20:36,Patiria miniata or Mediaster aequalis,3.0
35,Hard,16:20:38,Leptogorgia chilensis,1.0
35,Hard,16:20:39,Unidentified Porifera or Bryozoa,4.0
35,Hard,16:20:41,Leptogorgia chilensis,2.0
35,Hard,16:20:42,Leptogorgia chilensis,1.0
35,Hard,16:20:42,Unidentified Porifera or Bryozoa,1.0
35,Hard,16:20:44,Leptogorgia chilensis,2.0
35,Hard,16:20:44,Unidentified Porifera or Bryozoa,1.0
35,Hard,16:20:46,Leptogorgia chilensis,1.0
35,Hard,16:20:47,Unidentified Porifera or Bryozoa,1.0
35,Hard,16:20:53,Unidentified Porifera or Bryozoa,2.0
36,Soft,16:21:11,Patiria miniata or Mediaster aequalis,1.0
36,Soft,16:21:12,Patiria miniata or Mediaster aequalis,1.0
36,Soft,16:21:13,Patiria miniata or Mediaster aequalis,3.0
36,Soft,16:21:19,Patiria miniata or Mediaster aequalis,3.0
36,Soft,16:21:24,Patiria miniata or Mediaster aequalis,1.0
37,Hard,16:21:31,Unidentified Porifera or Bryozoa,1.0
37,Hard,16:21:32,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:33,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:34,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:35,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:36,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:37,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:38,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:39,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:40,Leptogorgia chilensis,1.0
37,Hard,16:21:40,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:41,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:42,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:43,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:44,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:45,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:46,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:47,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:48,Leptogorgia chilensis,1.0
37,Hard,16:21:48,Poraniopsis inflata or Hippasteria spinosa,1.0
37,Hard,16:21:48,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:49,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:50,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:51,Leptogorgia chilensis,1.0
37,Hard,16:21:51,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:52,Leptogorgia chilensis,2.0
37,Hard,16:21:52,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:53,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:21:54,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:01,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:02,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:03,Poraniopsis inflata or Hippasteria spinosa,1.0
37,Hard,16:22:03,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:04,Leptogorgia chilensis,1.0
37,Hard,16:22:04,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:05,Patiria miniata or Mediaster aequalis,1.0
37,Hard,16:22:05,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:06,Leptogorgia chilensis,1.0
37,Hard,16:22:06,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:07,Leptogorgia chilensis,2.0
37,Hard,16:22:07,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:08,Patiria miniata or Mediaster aequalis,1.0
37,Hard,16:22:08,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:09,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:10,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:11,Leptogorgia chilensis,1.0
37,Hard,16:22:11,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:12,Leptogorgia chilensis,1.0
37,Hard,16:22:12,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:13,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:14,Leptogorgia chilensis,2.0
37,Hard,16:22:14,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:15,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:16,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:17,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:18,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:19,Leptogorgia chilensis,3.0
37,Hard,16:22:19,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:20,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:21,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:22,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:23,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:24,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:25,Leptogorgia chilensis,2.0
37,Hard,16:22:25,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:26,Leptogorgia chilensis,1.0
37,Hard,16:22:26,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:27,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:28,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:29,Leptogorgia chilensis,1.0
37,Hard,16:22:29,Unidentified Henricia sp.,2.0
37,Hard,16:22:29,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:30,Leptogorgia chilensis,2.0
37,Hard,16:22:30,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:31,Patiria miniata or Mediaster aequalis,1.0
37,Hard,16:22:31,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:32,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:33,Leptogorgia chilensis,2.0
37,Hard,16:22:33,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:34,Leptogorgia chilensis,3.0
37,Hard,16:22:34,Patiria miniata or Mediaster aequalis,2.0
37,Hard,16:22:34,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:35,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:36,Leptogorgia chilensis,1.0
37,Hard,16:22:36,Unidentified Porifera or Bryozoa,1.7
37,Hard,16:22:37,Unidentified Porifera or Bryozoa,1.7
38,Soft,16:22:57,Leptogorgia chilensis,1.0
38,Soft,16:23:14,Patiria miniata or Mediaster aequalis,1.0
38,Soft,16:23:16,Patiria miniata or Mediaster aequalis,1.0
38,Soft,16:23:17,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:23:27,Unidentified Porifera or Bryozoa,4.0
39,Hard,16:23:32,Unidentified Porifera or Bryozoa,5.0
39,Hard,16:23:34,Leptogorgia chilensis,4.0
39,Hard,16:23:36,Leptogorgia chilensis,1.0
39,Hard,16:23:36,Loxorhynchus crispatus,1.0
39,Hard,16:23:37,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:23:40,Unidentified Porifera or Bryozoa,1.0
39,Hard,16:23:42,Leptogorgia chilensis,1.0
39,Hard,16:24:01,Unidentified Porifera or Bryozoa,2.0
39,Hard,16:24:02,Leptogorgia chilensis,1.0
39,Hard,16:24:08,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:24:11,Unidentified Porifera or Bryozoa,3.0
39,Hard,16:24:15,Unidentified Porifera or Bryozoa,1.0
39,Hard,16:24:16,Unidentified Porifera or Bryozoa,2.0
39,Hard,16:24:17,Leptogorgia chilensis,3.0
39,Hard,16:24:18,Leptogorgia chilensis,1.0
39,Hard,16:24:23,Unidentified Porifera or Bryozoa,2.0
39,Hard,16:24:24,Leptogorgia chilensis,1.0
39,Hard,16:24:25,Leptogorgia chilensis,1.0
39,Hard,16:24:26,Leptogorgia chilensis,3.0
39,Hard,16:24:27,Leptogorgia chilensis,3.0
39,Hard,16:24:27,Unidentified Porifera or Bryozoa,2.0
39,Hard,16:24:29,Leptogorgia chilensis,1.0
39,Hard,16:24:30,Leptogorgia chilensis,2.0
39,Hard,16:24:30,Unidentified Porifera or Bryozoa,1.0
39,Hard,16:24:37,Unidentified Porifera (boot),1.0
39,Hard,16:24:38,Leptogorgia chilensis,1.0
39,Hard,16:24:38,Unidentified Porifera (branched),1.0
39,Hard,16:24:40,Unidentified Porifera or Bryozoa,4.0
39,Hard,16:24:41,Leptogorgia chilensis,5.0
39,Hard,16:24:43,Leptogorgia chilensis,1.0
39,Hard,16:24:44,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:24:45,Leptogorgia chilensis,2.0
39,Hard,16:24:53,Unidentified Porifera or Bryozoa,1.0
39,Hard,16:24:54,Leptogorgia chilensis,3.0
39,Hard,16:24:54,Unidentified Porifera or Bryozoa,1.0
39,Hard,16:24:56,Unidentified Porifera or Bryozoa,3.0
39,Hard,16:24:57,Leptogorgia chilensis,1.0
39,Hard,16:24:58,Leptogorgia chilensis,2.0
39,Hard,16:24:59,Leptogorgia chilensis,4.0
39,Hard,16:25:15,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:25:19,Ceramaster patagonicus,1.0
39,Hard,16:25:19,Patiria miniata or Mediaster aequalis,1.0
39,Hard,16:25:24,Leptogorgia chilensis,1.0
39,Hard,16:25:29,Leptogorgia chilensis,1.0
40,Hard_Mixed,16:25:36,Patiria miniata or Mediaster aequalis,1.0
40,Hard_Mixed,16:25:38,Patiria miniata or Mediaster aequalis,1.0
41,Hard,16:30:15,Swiftia spauldingi,6.0
41,Hard,16:30:17,Unidentified Porifera (branched),1.0
41,Hard,16:30:18,Swiftia spauldingi,5.0
41,Hard,16:30:33,Swiftia spauldingi,1.0
41,Hard,16:30:40,Mediaster aequalis,1.0
41,Hard,16:30:41,Unidentified Porifera (branched),1.0
42,Hard_Mixed,16:30:44,Swiftia spauldingi,2.0
43,Hard,16:30:52,Mediaster aequalis,1.0
43,Hard,16:30:53,Swiftia spauldingi,1.0
43,Hard,16:31:01,Mediaster aequalis,1.0
43,Hard,16:31:07,Swiftia spauldingi,1.0
43,Hard,16:31:09,Mediaster aequalis,1.0
43,Hard,16:31:13,Swiftia spauldingi,1.0
43,Hard,16:31:14,Apostichopus californicus /syn./ Parastichopus californicus,1.0
43,Hard,16:31:16,Mediaster aequalis,1.0
43,Hard,16:31:17,Swiftia spauldingi,2.0
43,Hard,16:31:17,Unidentified Porifera (branched),1.0
43,Hard,16:31:22,"Pisaster brevispinus, ochraceus, or giganteus",1.0
43,Hard,16:31:31,"Pisaster brevispinus, ochraceus, or giganteus",1.0
43,Hard,16:31:43,Unidentified Henricia sp.,1.0
43,Hard,16:31:48,Unidentified Porifera or Bryozoa,1.0
43,Hard,16:31:50,Swiftia spauldingi,1.0
43,Hard,16:31:54,Swiftia spauldingi,4.0
43,Hard,16:31:56,Unidentified Porifera or Bryozoa,1.0
43,Hard,16:31:57,Mediaster aequalis,1.0
43,Hard,16:31:58,Swiftia spauldingi,3.0
43,Hard,16:32:01,Swiftia spauldingi,3.0
43,Hard,16:32:01,Unidentified Porifera (branched),1.0
43,Hard,16:32:03,Mediaster aequalis,1.0
43,Hard,16:32:03,Swiftia spauldingi,1.0
43,Hard,16:32:03,Unidentified Porifera (branched),1.0
43,Hard,16:32:05,Mediaster aequalis,2.0
43,Hard,16:32:05,Poraniopsis inflata or Hippasteria spinosa,1.0
43,Hard,16:32:05,Swiftia spauldingi,8.0
43,Hard,16:32:05,Unidentified Porifera (branched),3.0
43,Hard,16:32:06,Unidentified Actiniaria,1.0
43,Hard,16:32:07,Swiftia spauldingi,4.0
43,Hard,16:32:08,Mediaster aequalis,2.0
