,Year,Region,MPA_Group,Type,Line,Designation,sum.substrate.area,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone
11,2005,South,Anacapa Island,SMR,20,MPA,823.45,0,0,0,0.009108021,0,0,0,0,0,0,0,0,0,0,0,0.001214403,0,0,0,0,0,0.003643208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009715223,0,0,0.003643208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003036007,0,0,0.004857611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001214403,0,0,0,0,0,0.00850082,0,0,0,0,0,0.015787237,0,0,0,0,0,0,0
12,2005,South,Anacapa Island,SMR,200,MPA,772.55,0,0,0,0.012944146,0,0,0,0,0,0,0,0,0,0,0.024593877,0,0,0,0,0,0,0.009060902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038832438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001294415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2005,South,Anacapa Island,SMR,220,MPA,1017.34,0,0,0,0.008355122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000982956,0,0,0,0,0.000982956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072738711,0,0,0,0,0,0.000982956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2005,South,Anacapa Island,SMR,240,MPA,913.95,0,0,0,0.015865201,0,0,0,0,0,0,0,0,0,0,0.002188304,0,0,0,0,0,0,0.009847366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003282455,0,0.001094152,0.004376607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115980086,0,0,0,0.002188304,0,0.001094152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001094152,0,0,0,0,0,0.003282455,0,0,0,0,0,0,0
15,2005,South,Anacapa Island,SMR,260,MPA,831.9,0,0,0,0.007813439,0,0,0,0,0,0,0,0,0,0,0.001202068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069719918,0,0,0,0,0,0,0,0,0,0,0.001202068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001202068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001202068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2005,South,Anacapa Island,SMR,40,MPA,964.68,0,0,0,0.008811212,0.001036613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001036613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518307,0,0,0,0,0,0,0.00310984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2005,South,Anacapa Island,SMR,450,MPA,727.77,0,0,0,0.039847754,0,0,0,0,0,0,0,0,0,0,0.005496242,0,0,0,0,0,0,0,0,0,0,0,0,0.00137406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016488726,0,0,0,0.002061091,0,0,0,0,0,0,0.009618423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2005,South,Anacapa Island,SMR,700,MPA,988.89,0,0,0,0.04095501,0.018202227,0,0,0,0,0,0,0,0,0,0.005056174,0,0,0,0,0,0,0,0,0,0,0,0,0.003033704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229550304,0,0,0,0.007584261,0,0.061685324,0,0,0,0,0,0,0,0.007078644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022247166,0,0,0,0,0,0,0,0.00202247,0,0,0,0.001011235,0.004044939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001011235,0,0.112247065,0,0,0
19,2005,South,Anacapa Island,SMR,740,MPA,1073.42,0,0,0,0.022358443,0,0,0,0,0,0,0,0,0,0,0.003726407,0,0,0,0,0,0,0,0,0,0,0,0,0.000931602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931602,0.000931602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278548937,0,0,0,0.012576624,0,0.085707365,0,0,0,0,0,0,0,0.038195674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02049524,0,0,0,0,0,0,0,0.002794805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2005,South,Anacapa Island,SMR,800,MPA,1009.74,0,0,0,0.014855309,0.035652742,0,0,0,0,0,0,0,0,0,0.001980708,0,0,0,0,0,0,0,0,0,0,0,0,0.001980708,0,0,0,0,0,0,0.000990354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006932478,0,0,0,0,0,0,0,0,0,0,0,0.222829639,0,0,0,0.017826371,0,0.04258522,0,0,0,0,0,0,0,0.041594866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027729911,0,0,0,0,0,0,0,0.000990354,0,0,0,0.000990354,0.000990354,0,0,0,0,0,0,0,0,0,0,0.000990354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176283004,0,0,0
21,2005,South,Anacapa Island,SMR,850,MPA,1086.49,0,0,0,0.008743753,0.036815801,0,0,0,0,0,0,0,0,0,0.002761185,0,0,0,0,0,0,0,0,0,0,0,0,0.000920395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368158,0,0,0,0,0,0,0,0,0,0,0,0.177636241,0,0,0,0.006442765,0,0.037736196,0,0,0,0,0,0,0,0.008283555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002761185,0,0,0,0,0,0,0,0,0,0,0,0.00184079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000920395,0,0.006442765,0,0,0
22,2005,South,Anacapa Island,SMR,880,MPA,894.63,0,0,0,0.008942244,0.011177805,0,0,0,0,0,0,0,0,0,0.003353342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022355611,0,0,0,0,0,0,0,0,0,0,0,0.384516504,0,0,0,0.013413366,0,0.092775784,0,0,0.002235561,0,0,0,0,0.015648927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588903,0,0,0,0,0,0,0,0.002235561,0,0,0,0.001117781,0,0,0,0,0,0,0,0,0,0.001117781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010060025,0,0.450465556,0,0,0
23,2005,South,Anacapa Island,SMR,900,MPA,1033.92,0,0,0,0.010639121,0.005803157,0,0,0,0,0,0,0,0,0,0.001934386,0,0,0,0,0,0,0,0,0,0.000967193,0,0,0.000967193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010639121,0,0,0,0,0,0,0,0,0,0,0,0.286289075,0,0,0,0.021761838,0,0.071572269,0,0,0,0,0,0,0,0.001934386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009671928,0,0,0,0,0,0,0,0.002901578,0,0,0,0.002901578,0.000967193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967193,0,0.433302383,0,0,0
24,2005,South,Anacapa Island,SMR,920,MPA,1042.67,0,0,0,0.005274919,0.015345219,0,0,0,0,0,0,0,0,0,0.000959076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015345219,0,0,0,0,0,0,0,0,0,0,0,0.29155917,0,0,0,0.018222448,0,0.034526744,0,0,0,0,0,0,0,0.001918152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009590762,0,0,0,0,0,0,0,0.002877229,0,0,0,0.000959076,0,0,0,0,0,0,0,0,0,0.002877229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000959076,0,0.516942081,0,0,0
25,2005,South,Anacapa Island,SMR,940,MPA,993.75,0,0,0,0.010062893,0.007044025,0,0,0,0,0,0,0,0,0,0.001006289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026163522,0,0,0,0,0,0,0,0,0,0,0,0.308930818,0,0,0,0.014591195,0,0.061383648,0,0,0.002012579,0,0,0,0,0.006037736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002012579,0,0.001006289,0,0,0,0.001006289,0,0.003018868,0,0,0,0.004025157,0,0,0,0,0,0,0,0,0,0.002012579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001006289,0,0,0,0,0
26,2005,South,Anacapa Island,SMR,980,MPA,1026.96,0,0,0,0.004868739,0.029212433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018501207,0,0,0,0,0,0,0,0,0,0,0,0.084716055,0,0,0,0.004381865,0,0.030186181,0,0,0,0,0,0,0,0.001947496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973748,0,0,0,0,0,0.000973748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667017216,0,0,0
27,2006,South,Anacapa Island,SMCA,140,MPA,669.26,0,0,0,0.02166572,0,0,0,0,0,0,0.008965126,0,0,0,0.00597675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007470938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27493052,0,0,0,0.104593133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026895377,0,0,0,0,0,0,0
