,Year,Region,MPA_Group,Type,Designation,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone
11,2014,South,Anacapa Island,SMCA,MPA,0,0,0,0.204981871,0.00082292,0,0,0,0,7.48E-05,0.001122164,0,0.00246876,0,0.004862709,0.000448865,0,0,0,0,0,0.006508548,0.000374055,0,0,0,0,0.000748109,0,0,0,0,0,0,0.00082292,0,0,0,0,0,0.000598487,0,0,0.001122164,0,0.030994157,7.48E-05,0,0.00246876,0,0,0,0,0,0,0,0.000374055,0.005984872,0,7.48E-05,0,0,0,0.00164584,0,0,0,0,0.050497359,0.000523676,0,0,0.049666958,0,0.012194177,0.002842814,0,0.000149622,0,0,0,0,0.005984872,0.000224433,0,7.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448865,0,0,0,0,0,0,0,0,0,0,0.002393949,0,0.001122164,0,0,0,0.007855145,0,0.000448865,0,0,0,0,7.48E-05,0,0,0,0,0,7.48E-05,0,0,0.001346596,0,0.002992436,0,0,0.000224433,0.000448865,0,0,0,0,0,0.019750078,0,0.008004766,0,0.000448865,0,0,0.000149622
12,2014,South,Anacapa Island,SMR,MPA,0,0,0,0.047627435,0.001631506,0,0,0,0,0,0,0,0.0001255,0,0.011859796,0.009161536,0,0,0,0,0,0.004518018,0,0,0.000188251,6.28E-05,0,0.001129504,0,0,0,0,0,0,0.0001255,0,0,0,0,0,6.28E-05,0,0,0.000753003,0,0.000815753,0.0001255,0,0.000941254,0,0,0,0,0,0,0,0.008283032,0.00784378,0,0,6.28E-05,0,0,0,0,0,0,0,0.128405824,0,0,0.000188251,0.016126813,0,0.038152148,0.002823761,0,0.000690253,6.28E-05,0.000815753,0,6.28E-05,0.048731839,0.000188251,0,0,0.001192255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313751,0,0,0,0,0,0,0.00251001,0,0,0,0.00771828,0,0.000251001,0,6.28E-05,6.28E-05,0.000376501,0,0.001380505,0,0,0,0.000753003,0.000502002,0,0,0,0,0,0,0,0,0.001631506,0,0,0,0,0.000188251,0.000690253,0,0,0,0,6.28E-05,0.00759278,0,0.001443256,0,5.508291711,0,0,0
13,2015,South,Anacapa Island,SMCA,MPA,0,0,0,0.168893062,0.000765376,0,0,0,0,0,0.000892939,0,0,0,0.014669715,0,0,0,0,0.000255125,0,0.000127563,0,0,0,0,0,0.000765376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892939,0,0,0.033676562,0.000127563,0,0.000765376,0,0,0,0,0,0,0,0.000382688,0.009056954,0,0,0,0,0,0,0,0,0,0,0.037503444,0,0,0,0.063398679,0,0.008291578,0.00701595,0,0.000382688,0,0,0,0,0.000765376,0.000127563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637814,0,0.00140319,0,0,0,0,0,0.003444194,0,0.001913441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382688,0,0.000255125,0,0,0.000127563,0.000127563,0,0,0,0,0,0.00931208,0,0.001913441,0,0.071651988,0,0,0
14,2015,South,Anacapa Island,SMR,MPA,0,0,0,0.038810872,0.000660611,0,0,0,0,0,0,0,0,0,0.034186598,0.004872003,0,0,0,0,0,0.00470685,8.26E-05,0,0,0,0,0.00090834,8.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26E-05,0,0,0.003385629,0.000165153,0,8.26E-05,0,0,0,0,0,0,0,0.011725838,0.030222934,0,0,0,0,0,8.26E-05,0,0,0,0,0.179099788,0.000165153,0,0,0.024690321,0,0.037902532,0.022295607,0,0.000578034,0,0.001651526,0,0,0.002394713,0,0,0,0,0,0,0,0,0,0,0,0,8.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001321221,0,0,0,0.00809248,0,8.26E-05,0,0,0,0,0,0.002312137,0,0,0,0.000743187,0.000495458,0,0,0,0,0,0,0,0,0.000743187,0,0,0,0,0.00470685,0.000578034,0,0,0,0,8.26E-05,0.025846389,0,0.000412882,0,0.935944823,0,0,8.26E-05
15,2019,South,Anacapa Island,SMCA,MPA,0,0,0,0.442157374,0.003158211,0,0,0,0,0.000394776,0.00217127,0,0,0,0.003158211,0,0,0,0,0,0,0.061979882,0,0,0,0,0,0.003947763,0,0,0,0,0,0,0,0,0,0,0,0,0.000197388,0,0.006320369,0.000197388,0,0.035135092,0.000197388,0,0,0,0,0.000394776,0,0,0,0,0.000197388,0.062572047,0,0,0,0,0,0,0,0,0,0,0.103243877,0,0,0,0.05054716,0,0.027634342,0.000394776,0,0.001579105,0,0.000592164,0,0,0,0,0,0,0.00217127,0,0.000394776,0.000592164,0,0,0.008092915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592164,0,0.000197388,0.116464936,0.01934404,0,0,0,0.000789553,0,0,0,0.007895526,0,0.004145151,0.000197388,0.000197388,0,0.000394776,0,0,0,0,0.000394776,0,0,0.000394776,0,0.000197388,0.000197388,0,0,0.009277244,0,0,0,0,0,0.09652281,0,0.006513809,0,0.107363368,0,0,0.000197388
16,2019,South,Anacapa Island,SMR,MPA,0,0,0,0.167659798,0.000728962,0,0,0,0,0.000145792,0.00058317,0,0,0,0.007726997,0.005248526,0,0,0,0,0,0.065752371,0,0,0.000145792,0,0,0.018078257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422798,0.000291585,0,0.018807219,0,0,0.000145792,0,0,0.000291585,0,0,0,0,0.007435412,0.144480265,0,0.001166339,0,0,0,0.004373772,0,0,0,0,0.53758322,0.000145792,0,0,0.044466681,0,0.000145792,0.000145792,0,0.001749509,0,0.016766126,0,0,0.067210295,0,0,0,0.022014652,0,0,0.001895301,0,0,0.00422798,0,0,0,0,0,0,0,0,0,0,0,0.000291585,0,0,0,0,0,0,0.004082187,0,0.187626067,0,0.104671651,0,0,0,0,0,0,0,0.018807219,0.000145792,0,0.014870824,0,0.002624263,0.000145792,0,0,0,0,0.000145792,0.000145792,0,0.001895301,0,0.000145792,0,0,0.000291585,0.037906023,0,0,0,0,0,0.046799359,0,0.007435412,0,0.181219949,0,0,0
17,2015,North,Ano Nuevo,Reference,Reference,0,0,0,0.08799395,0,0,0,0,0,0,0,0,0,0,0.075978712,0,0,0,0,0,0,0,0.000353389,0,0.000353389,0,0,0,0,0,0,0,0,0,0.022616919,0,0,0,0,0,0,0,0,0,0,0,0.006007619,0,0.014488964,0,0,0,0,0,0,0,0,0.007421177,0.001060168,0,0.000353389,0,0,0.000706779,0,0,0,0,0,0,0,0,0,0,0.001413557,0,0,0,0,0.010248291,0,0,0.000706779,0,0.319994063,0.000353389,0.003533894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530084,0.011661849,0.000353389,0,0,0,0,0,0,0,0,0.000353389,0,0,0,0,0,0,0,0.006714398,0,0,0,0.016962689,0.007421177,0.000706779,0,0,0,0,0,0,0,0.001060168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16867274,0,0,0,0.043184179,0.000353389
18,2015,North,Ano Nuevo,SMCA,MPA,0,0,0,0.032415388,0,0,0,0,0,0,0,0,0,0,0.032415388,0,0,0,0,0,0,0,0.001519471,0,0.00050649,0,0,0,0,0,0,0,0,0,0.010129809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01114279,0,0,0,0,0,0,0,0,0.00050649,0.001012981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050649,0,0,0,0,0.010636299,0,0,0,0,1.816477294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005064904,0.016714184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01164928,0,0,0,0.055207457,0.001519471,0.00050649,0,0,0,0,0,0,0,0.001519471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05875289,0,0,0,0.135790085,0
19,2019,North,Ano Nuevo,Reference,Reference,0,0,0,0.135129538,0,0,0,0,0,0,0,0,0,0,0.147555243,0,0,0,0,0,0,0,0.000517738,0,0.000517738,0,0,0,0,0,0,0,0,0,0.031064262,0,0,0,0,0,0,0,0.002070951,0,0,0,0.000517738,0,0.040901278,0,0,0,0,0,0.000517738,0,0,0.006212852,0.014496655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004659639,0.000517738,0.001553213,0.000517738,0,0,0,0.02019177,0,0,0.000517738,0,1.386693106,0,0.164122849,0,0,0.022780459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027957835,0.000517738,0,0,0,0,0,0,0,0.025374324,0.002070951,0,0,0.000517738,0,0,0,0,0,0.065752687,0,0,0.213825667,0,0.012943442,0.000517738,0,0,0,0,0,0,0,0.000517738,0,0,0,0.002588688,0,0.001035475,0,0,0,0,0,0,0.041419015,0.657459565,0,0,0,0.096822126,0
20,2019,North,Ano Nuevo,SMCA,MPA,0,0,0,0.06899486,0,0,0,0,0,0,0,0,0,0,0.072444603,0,0,0,0,0,0,0,0.001724871,0,0.000574957,0,0,0,0,0.000574957,0,0,0,0.000574957,0.031622644,0,0,0,0,0,0,0,0.000574957,0,0,0,0.000574957,0,0.028747858,0,0,0,0,0.003449743,0,0,0,0.000574957,0.0080494,0.000574957,0.000574957,0,0,0,0,0,0,0,0,0,0,0.000574957,0.002874786,0.000574957,0.002299829,0,0,0,0,0.033347516,0,0,0,0,6.139829583,0.001149914,0.174786978,0,0,0.018973586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021273415,0,0.002874786,0,0,0,0,0,0,0.269160448,0.110966733,0.001149914,0,0,0,0.000574957,0,0,0,0.070719731,0,0,0.271379782,0,0.0040247,0.000574957,0,0,0,0,0.000574957,0,0,0.001724871,0,0.000574957,0,0,0,0,0,0,0,0,0,0,0.018973586,0.298977726,0,0,0,0.092545105,0
21,2016,Central,Big Creek,Reference,Reference,0,0,0,0.057622633,0.000325184,0,0,0,0,0,0,0.001769002,0,0,0.026535028,0,0,0,0,0.002796584,0,0,0.00019511,0,0,0,0,0.000325184,0,6.50E-05,0,0,0,0,0.019055792,0,0,0,0,0,0,0,0.000325184,0.000325184,0,0,0.001105626,0,0.002016142,0,0,0,0,0,0,0,6.50E-05,0.001300737,0,0.000715405,0,0,0,0,0,0,0.000520295,0,6.50E-05,0,0,0.00143081,0,6.50E-05,0.136902532,0,0,0.001560884,0.00019511,0.002211252,0,0,0.003577026,0,0,0,0.005398057,0,0,0,0,0,0,0.000260147,0.000130074,0,0,0,0,0,6.50E-05,0,0,0,0.00019511,0,0,0,0,0,0,0.000910516,0,0.000130074,0,0.008194641,0,0,0,0,0,0,0,0.007609309,0,0,0,0.0199533,0.015934024,0,0,0,0,0,0.000130074,0,0,0.001040589,0,0.000130074,0,0,0,0,0,0,0,0,0,0,0,0.002146215,0,0,0,0.005189939,6.50E-05
22,2016,Central,Big Creek,SMR,MPA,0,0,0,0.1168291,0.000439207,0,0,0,0,0,0,0.018271017,0,0,0.00307445,0,0,0,0,0,0,0.000439207,0.000439207,0,0,0,0,0,0,0,0,0,0,0,0.014054629,0,0,0,0,0,0,0,0,0.000439207,0,0,0,0,0.003513657,0,0,0,0,0,0,0,0,0.003952864,0,0.002635243,0,0,0,0,0,0,0,0,0,0,0,0.000439207,0,0,0.003952864,0,0,0.00922335,0.005270486,0.000878414,0,0,0,0,0,0.000439207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000439207,0,0,0,0,0,0,0,0,0.032545249,0,0.000439207,0,0,0,0,0,0,0,0.002635243,0,0,0,0.005709693,0.00922335,0,0,0,0,0,0,0,0,0.000439207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000439207,0,0,0,0,0.000878414
