ID,Project,Region,Survey_Year,Survey_Date,Location,MPA_Group,Type,Designation,Site,Dive,Line,Line_ID,Distance (m),Invert_Area (m2),Habitat_Type,Avg_Lat,Avg_Lon,Max_Depth (m),Min_Depth (m),Ave_Depth (m),Hab_Transect_ID,Total Density,Acorn barnacle,Basket star,Bat star,Bat star/red sea star complex,Benthic siphonophore,Brown box crab,Brown gorgonian,California golden gorgonian,California hydrocoral,California king crab,California market squid,California market squid eggs,California sea cucumber,California seahare,California spiny lobster,Clown nudibranch,Club-tipped anemone,Cookie star,Crested star,Crowned sea urchin,Cushion star,Dawson's sun star,Decorator crab,Deep sea cucumber,Diamondback Tritonia,Dirty marshmallow sponge,Dungeness crab,East Pacific red octopus,Elephant ear tunicate,Encrusting hydrocoral,Feather star,Fish eating star,Fish-eating anemone,Fish-eating star,Fragile pink urchin,Freckled pale sea lemon,Frilled anemone,Giant keyhole limpet,Giant Pacific octopus,Giant rock-scallop,Giant spined star,Glassy tunicate,Gorgonian zoanthid,Gray moon sponge,Gray puffball sponge,Leather star,Light edged ribbon worm,Long legged sunflower star,Mantis shrimp,Mushroom soft coral,Noble sea lemon,Northern staghorn bryozoan,Ochre star,Orange Cup Coral,Orange gorgonian,Orange puffball sponge,Orange sea cucumber,Orange sea pen,Orange-peel nudibranch,Painted anemone,Phosphorescent sea pen,Pink Tritonia,Pisaster complex,Pleurobranchaea californica,Puget Sound king crab,Purple gorgonian,Purple sea urchin,Purple/red urchin complex,Rainbow star,Red gorgonian,Red rock crab,Red sea star,Red sea urchin,Rose star,Sand star,Sand star/spiny sand star complex,Sand-rose anemone,Sea star,Sea whip,Sheep crab,Short red gorgonian,Short spined sea star,Slipper sea cucumber,Solaster sun star complex,Southern kelp crab,Southern staghorn bryozoan,Spanish shawl nudibranch,Spiny red star,Spiny sand star,Spiny/thorny star complex,Spot prawn,Spotted swimming anemone,Squat lobster,Stalked tunicate,Stimpson's sun star,Striped nudibranch,Stubby rose anemone,Sunflower star,Sunflower star complex,Swimming nudibranch,Thorny sea star,Trumpet sponge,UI anemone,UI anemone 1,UI anemone 2,UI anemone 3,UI anemone 4,UI anemone 5,UI anemone 6,UI boot sponge,UI brachiopoda,UI branched bryozoan,UI branched sea cucumber,UI branched sponge,UI Brittle Star,UI brittle stars,UI Cancer sp_,UI carpet worm,UI crab,UI dead gorgonian,UI feather star,UI gorgonian,UI gray gorgonian,UI Henricia,UI laced/lobed bryozoan,UI large yellow sponge,UI lobed sponge,UI lobed sponge/tunicate,UI nipple sponge,UI nudibranch,UI octopus,UI prawn,UI red Swiftia gorgonian,UI salp,UI sand dwelling anemone,UI scallop,UI sea jelly,UI sea star,UI six armed sea star,UI trumpet sponge,UI tube dwelling anemone,UI tubeworm,UI tunicate,UI vase sponge,UI whelk,UI yellow boot sponge,UI yellow gorgonian,Warty sea cucumber,White branched sea cucumber,White sea pen,White sea urchin,White spine sea cucumber,White-plumed anemone,White-spotted rose anemone,Wrinkled Sea Star,actiniaria,alcyonacea,asteroidea,echinoidea,holothuroidea,malacostraca,pennatulacea,porifera
869,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,1730,23_1730,66.51657636,65.91948708,Hard_Mixed,32.80622743,-117.3213356,58.5,56.9,57.57718121,CIAP_B 2014_23_1730_Hard_Mixed,3.5376,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,0,0,0,0,0,0,0,0,3.1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0.0152,0,0,0,0,0,0.0303,0,0,0,0,0,0,0.025612024,0,0.006403006,0,0,0
866,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,1310,23_1310,385.8407399,348.3509847,Soft,32.80626304,-117.3167305,55.1,49.9,52.15925926,CIAP_B 2014_23_1310_Soft,10.8574,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1148,0.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0.1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,10.5216,0,0,0,0,0,0,0.01036535,0,0.03109605,0,0,0
871,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,2150,23_2150,6.598743038,4.813684649,Hard,32.8063339,-117.325607,62.1,59,60.2952381,CIAP_B 2014_23_2150_Hard,5.1935,0,0,0,0,0,0,0,0,0,0,0,0,0.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7393,0,0,0,0,0,0,0,0,0,0,0.6232,0,0,0,0.6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005914489,0.053230402,0.005914489,0.005914489,0.005914489,0,0
870,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,1730,23_1730,344.2348115,326.4506705,Soft,32.80653619,-117.3213433,59.3,56.8,57.76129032,CIAP_B 2014_23_1730_Soft,2.129,0,0,0.0031,0,0,0,0,0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0.0153,1.6514,0,0,0,0,0,0.012850373,0.057826677,0.048188897,0.012850373,0.016062966,0,0.003212593
877,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,890,23_890,108.5916451,140.4253137,Hard,32.80689578,-117.3123527,46.7,40.3,42.45081301,CIAP_B 2014_23_890_Hard,1.6664,0,0,0.2208,0,0,0,0,0,0,0,0,0,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0.4914,0,0,0,0,0,0,0,0,0,0,0.2492,0,0,0,0.5697,0,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0.0356,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,890,23_890,45.09213833,46.39103392,Hard_Mixed,32.80692382,-117.3123759,47.1,40.9,42.44347826,CIAP_B 2014_23_890_Hard_Mixed,1.2502,0,0,0.194,0,0,0,0,0,0,0,0,0,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.0431,0,0,0,0,0,0,0,0,0,0.4096,0,0,0,0.0216,0,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862,0,0,0,0,0,0,0,0,0,0.0431,0,0,0,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019141877,0,0,0,0,0
880,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ4,23,890,23_890,22.40382024,24.34146961,Soft_Mixed,32.80739367,-117.31237,44.1,41.2,42.34705882,CIAP_B 2014_23_890_Soft_Mixed,0.4519,0,0,0.1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1643,0,0,0,0,0,0,0,0,0,0,0.0822,0,0,0,0,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059478727,0,0,0,0,0
894,CIAP_B 2014,South,2014,6/12/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ3,25,2350,25_2350,44.4592944,57.34567754,Hard,32.82159433,-117.333679,72.8,70,71.26525424,CIAP_B 2014_25_2350_Hard,2.9819,0,0,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0,0,0,0,0,0,0,0,2.6332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0,0,0,0,0,0,0,0,0.101672068,0.177926119,0,0.012709009,0,0,0
892,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ3,24,850,24_850,231.6659771,230.0931239,Soft,32.82166113,-117.3178749,48.2,45.2,47.25073684,CIAP_B 2014_24_850_Soft,0.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0.0348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0,0.0304,0.0043,0,0,0,0,0,0.472699479,0.079519538,0,0.008835504,0,0,0
895,CIAP_B 2014,South,2014,6/12/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ3,25,2350,25_2350,36.17232242,44.58105395,Hard_Mixed,32.82173286,-117.3336876,72.8,69.8,71.45555556,CIAP_B 2014_25_2350_Hard_Mixed,2.8016,0,0,0.0224,0,0,0,0,0,0,0,0,0,0.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449,0,0,0,0,0,0,0,0,0,0,0,2.5325,0,0,0,0,0,0,0,0,0,0,0.0449,0,0,0,0.1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380367841,0.094250438,0.043759132,0.003366087,0.003366087,0,0
883,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ3,24,1270,24_1270,397.6898109,524.5229071,Soft,32.82214462,-117.322299,57.3,53,54.8367036,CIAP_B 2014_24_1270_Soft,5.6051,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0.0019,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0.0038,0,0,0,5.4678,0,0,0,0,0,0,0.029135002,0,0.065553754,0.021851251,0,0
889,CIAP_B 2014,South,2014,6/11/2014,South La Jolla,South La Jolla,SMR/SMCA,MPA,SLJ3,24,430,24_430,461.8946416,333.7440283,Soft,32.82220344,-117.313213,42.8,40.3,41.44868651,CIAP_B 2014_24_430_Soft,3.1509,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.006,0,0,0,0,0.006,0,0,0.003,0.006,0,0.006,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,3.076,0,0,0,0,0,0.511444436,0.084304028,0.011240537,0.016860806,0,0,0
